"_raw","_time",a,"ajax_page_request","ajax_request",bytes,clientip,cookie,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",db,eventtype,"favorite_table",file,goto,host,ident,index,l,lang,linecount,method,"no_debug",nocache,onclick,onerror,onload,other,pos,punct,"recent_table",referer,"referer_domain","req_time",root,route,server,source,sourcetype,"splunk_server","splunk_server_group",src,status,"sync_favorite_tables",table,tag,"tag::eventtype",timeendpos,timestartpos,token,uri,"uri_domain","uri_path","uri_query",user,useragent,v,vRxe,version,x
"223.237.49.95 - - [30/May/2026:14:28:16 +0530] ""GET /dashboard//fuzz_18_6190.php HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:28:16.000+0530",,,,297,"223.237.49.95",,14,30,28,may,16,saturday,2026,330,,,,"fuzz_18_6190.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""-""",,"-",,"30/May/2026:14:28:16 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_18_6190.php",,"/dashboard//fuzz_18_6190.php",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:15 +0530] ""GET /dashboard//login HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:28:15.000+0530",,,,297,"223.237.49.95",,14,30,28,may,15,saturday,2026,330,,,,login,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:28:15 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//login",,"/dashboard//login",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:14 +0530] ""GET /dashboard//db HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:28:14.000+0530",,,,297,"223.237.49.95",,14,30,28,may,14,saturday,2026,330,,,,db,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/..""",,"-",,"30/May/2026:14:28:14 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//db",,"/dashboard//db",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:12 +0530] ""GET /dashboard//config HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:28:12.000+0530",,,,297,"223.237.49.95",,14,30,28,may,12,saturday,2026,330,,,,config,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/..""",,"-",,"30/May/2026:14:28:12 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//config",,"/dashboard//config",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:11 +0530] ""GET /dashboard//hidden HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:28:11.000+0530",,,,297,"223.237.49.95",,14,30,28,may,11,saturday,2026,330,,,,hidden,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:28:11 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//hidden",,"/dashboard//hidden",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:10 +0530] ""GET /dashboard//backup HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:28:10.000+0530",,,,297,"223.237.49.95",,14,30,28,may,10,saturday,2026,330,,,,backup,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:28:10 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//backup",,"/dashboard//backup",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:09 +0530] ""GET /dashboard//wp-admin HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:28:09.000+0530",,,,297,"223.237.49.95",,14,30,28,may,9,saturday,2026,330,,,,"wp-admin",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///-_/.""___""-""_""-""",,"-",,"30/May/2026:14:28:09 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//wp-admin",,"/dashboard//wp-admin",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:08 +0530] ""GET /dashboard//fuzz_17_1258.php HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:28:08.000+0530",,,,297,"223.237.49.95",,14,30,28,may,8,saturday,2026,330,,,,"fuzz_17_1258.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:28:08 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_17_1258.php",,"/dashboard//fuzz_17_1258.php",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:06 +0530] ""GET /dashboard//old HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:28:06.000+0530",,,,297,"223.237.49.95",,14,30,28,may,6,saturday,2026,330,,,,old,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/..""",,"-",,"30/May/2026:14:28:06 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//old",,"/dashboard//old",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:05 +0530] ""GET /dashboard//logs HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:28:05.000+0530",,,,297,"223.237.49.95",,14,30,28,may,5,saturday,2026,330,,,,logs,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""-""",,"-",,"30/May/2026:14:28:05 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//logs",,"/dashboard//logs",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:03 +0530] ""GET /dashboard//fuzz_12_3362.php HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:28:03.000+0530",,,,297,"223.237.49.95",,14,30,28,may,3,saturday,2026,330,,,,"fuzz_12_3362.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""-""",,"-",,"30/May/2026:14:28:03 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_12_3362.php",,"/dashboard//fuzz_12_3362.php",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:02 +0530] ""GET /dashboard//admin HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:28:02.000+0530",,,,297,"223.237.49.95",,14,30,28,may,2,saturday,2026,330,,,,admin,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:28:02 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//admin",,"/dashboard//admin",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:01 +0530] ""GET /dashboard//fuzz_20_3259.php HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:28:01.000+0530",,,,297,"223.237.49.95",,14,30,28,may,1,saturday,2026,330,,,,"fuzz_20_3259.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:14:28:01 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_20_3259.php",,"/dashboard//fuzz_20_3259.php",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:28:00 +0530] ""GET /dashboard//fuzz_10_4904.php HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:28:00.000+0530",,,,297,"223.237.49.95",,14,30,28,may,0,saturday,2026,330,,,,"fuzz_10_4904.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:14:28:00 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_10_4904.php",,"/dashboard//fuzz_10_4904.php",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:59 +0530] ""GET /dashboard//fuzz_16_7409.php HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:27:59.000+0530",,,,297,"223.237.49.95",,14,30,27,may,59,saturday,2026,330,,,,"fuzz_16_7409.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:14:27:59 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_16_7409.php",,"/dashboard//fuzz_16_7409.php",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:58 +0530] ""GET /dashboard//phpmyadmin HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:27:58.000+0530",,,,297,"223.237.49.95",,14,30,27,may,58,saturday,2026,330,,,,phpmyadmin,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""-""",,"-",,"30/May/2026:14:27:58 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//phpmyadmin",,"/dashboard//phpmyadmin",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:57 +0530] ""GET /dashboard//files HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:57.000+0530",,,,297,"223.237.49.95",,14,30,27,may,57,saturday,2026,330,,,,files,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:57 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//files",,"/dashboard//files",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:56 +0530] ""GET /dashboard//admin/login HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:56.000+0530",,,,297,"223.237.49.95",,14,30,27,may,56,saturday,2026,330,,,,login,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_////_/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:56 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//admin/login",,"/dashboard//admin/login",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:55 +0530] ""GET /dashboard//.git HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:55.000+0530",,,,297,"223.237.49.95",,14,30,27,may,55,saturday,2026,330,,,,".git",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:55 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//.git",,"/dashboard//.git",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:54 +0530] ""GET /dashboard//system HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:27:54.000+0530",,,,297,"223.237.49.95",,14,30,27,may,54,saturday,2026,330,,,,system,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:54 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//system",,"/dashboard//system",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:52 +0530] ""GET /dashboard//fuzz_3_1307.php HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:27:52.000+0530",,,,297,"223.237.49.95",,14,30,27,may,52,saturday,2026,330,,,,"fuzz_3_1307.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:52 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_3_1307.php",,"/dashboard//fuzz_3_1307.php",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:51 +0530] ""GET /dashboard//fuzz_2_5049.php HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:27:51.000+0530",,,,297,"223.237.49.95",,14,30,27,may,51,saturday,2026,330,,,,"fuzz_2_5049.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""-""",,"-",,"30/May/2026:14:27:51 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_2_5049.php",,"/dashboard//fuzz_2_5049.php",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:50 +0530] ""GET /dashboard//fuzz_9_7481.php HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:50.000+0530",,,,297,"223.237.49.95",,14,30,27,may,50,saturday,2026,330,,,,"fuzz_9_7481.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:50 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_9_7481.php",,"/dashboard//fuzz_9_7481.php",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:49 +0530] ""GET /dashboard//.env HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:27:49.000+0530",,,,297,"223.237.49.95",,14,30,27,may,49,saturday,2026,330,,,,".env",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:14:27:49 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//.env",,"/dashboard//.env",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:48 +0530] ""GET /dashboard//api HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:27:48.000+0530",,,,297,"223.237.49.95",,14,30,27,may,48,saturday,2026,330,,,,api,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/..""",,"-",,"30/May/2026:14:27:48 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//api",,"/dashboard//api",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:46 +0530] ""GET /dashboard//fuzz_5_9570.php HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:27:46.000+0530",,,,297,"223.237.49.95",,14,30,27,may,46,saturday,2026,330,,,,"fuzz_5_9570.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:14:27:46 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_5_9570.php",,"/dashboard//fuzz_5_9570.php",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:45 +0530] ""GET /dashboard//debug HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:27:45.000+0530",,,,297,"223.237.49.95",,14,30,27,may,45,saturday,2026,330,,,,debug,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:45 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//debug",,"/dashboard//debug",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:44 +0530] ""GET /dashboard//api/v1 HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:27:44.000+0530",,,,297,"223.237.49.95",,14,30,27,may,44,saturday,2026,330,,,,v1,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_////_/.""___""-""_""-""",,"-",,"30/May/2026:14:27:44 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//api/v1",,"/dashboard//api/v1",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:43 +0530] ""GET /dashboard//data HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T14:27:43.000+0530",,,,297,"223.237.49.95",,14,30,27,may,43,saturday,2026,330,,,,data,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""-""",,"-",,"30/May/2026:14:27:43 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//data",,"/dashboard//data",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:42 +0530] ""GET /dashboard//fuzz_11_6518.php HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:42.000+0530",,,,297,"223.237.49.95",,14,30,27,may,42,saturday,2026,330,,,,"fuzz_11_6518.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:42 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_11_6518.php",,"/dashboard//fuzz_11_6518.php",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:41 +0530] ""GET /dashboard//test HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:41.000+0530",,,,297,"223.237.49.95",,14,30,27,may,41,saturday,2026,330,,,,test,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:41 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//test",,"/dashboard//test",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:40 +0530] ""GET /dashboard//fuzz_4_8316.php HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:27:40.000+0530",,,,297,"223.237.49.95",,14,30,27,may,40,saturday,2026,330,,,,"fuzz_4_8316.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:40 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_4_8316.php",,"/dashboard//fuzz_4_8316.php",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:39 +0530] ""GET /dashboard//fuzz_0_3479.php HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:39.000+0530",,,,297,"223.237.49.95",,14,30,27,may,39,saturday,2026,330,,,,"fuzz_0_3479.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:39 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_0_3479.php",,"/dashboard//fuzz_0_3479.php",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:38 +0530] ""GET /dashboard//dashboard HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T14:27:38.000+0530",,,,297,"223.237.49.95",,14,30,27,may,38,saturday,2026,330,,,,dashboard,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/..""",,"-",,"30/May/2026:14:27:38 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//dashboard",,"/dashboard//dashboard",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:37 +0530] ""GET /dashboard//fuzz_14_8258.php HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:27:37.000+0530",,,,297,"223.237.49.95",,14,30,27,may,37,saturday,2026,330,,,,"fuzz_14_8258.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:37 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_14_8258.php",,"/dashboard//fuzz_14_8258.php",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:36 +0530] ""GET /dashboard//server-status HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T14:27:36.000+0530",,,,297,"223.237.49.95",,14,30,27,may,36,saturday,2026,330,,,,"server-status",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///-_/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:36 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//server-status",,"/dashboard//server-status",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:14:27:35 +0530] ""GET /dashboard//tmp HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T14:27:35.000+0530",,,,297,"223.237.49.95",,14,30,27,may,35,saturday,2026,330,,,,tmp,,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///_/.""___""-""_""/.""",,"-",,"30/May/2026:14:27:35 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//tmp",,"/dashboard//tmp",,"-","Mozilla/5.0",,,"HTTP/1.1",
